year,quarter,region,age_group,labor_force_sta,value,unit,source
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,รวม,3.15,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,หางานทำ,0.67,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.48,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,รวม,4.53,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,หางานทำ,1.38,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.15,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,รวม,8.67,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,หางานทำ,1.49,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,7.18,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,รวม,4.9,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,หางานทำ,0.26,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.64,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,รวม,3.16,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.16,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,รวม,4.49,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,หางานทำ,0.06,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.43,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,รวม,5.85,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,หางานทำ,0.36,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,5.49,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,รวม,2.06,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,หางานทำ,0.18,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.88,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,รวม,2.22,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,หางานทำ,0.47,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.75,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,รวม,1.7,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,หางานทำ,0.11,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.59,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,รวม,3.48,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,หางานทำ,0.59,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.89,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,รวม,8.61,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,หางานทำ,1.51,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,7.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,รวม,9.53,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,หางานทำ,2.19,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,7.34,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,รวม,4.32,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,หางานทำ,0.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.01,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,4.27,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,1.12,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.15,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,9.63,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,3.24,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,6.39,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,4.19,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,0.94,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.25,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,4.26,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,1.01,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.25,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,9.58,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,0.16,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,9.42,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,4.18,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,1.57,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.62,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,3.6,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,1.7,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.9,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,2.78,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,0.6,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.19,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,5.81,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,0.21,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,5.6,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,5.4,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,0.72,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.68,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,5.88,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,0.26,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,5.62,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,4.67,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,0.41,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.26,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,1.25,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,0.07,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.18,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,6.81,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,0.67,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,6.15,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,5.08,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,0.5,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.58,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,10.23,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,0.38,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,9.85,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,14.89,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,1.39,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,13.5,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,4.16,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,0.23,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.93,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,4.26,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,0.83,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.44,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,7.23,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,0.14,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,7.09,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,9.1,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,0.51,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,8.59,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,6.2,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,1.49,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.71,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,3.12,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,0.19,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.93,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,3.68,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,1.08,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.59,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,1.66,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.66,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,3.09,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,0.73,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.36,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,3,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,4.37,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,0.44,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.93,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,0.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,14.29,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,0.35,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,13.94,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,10.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,0.21,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,10.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,7.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หางานทำ,1.17,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,6.13,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,1.08,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.08,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,1.45,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.45,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2.9,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หางานทำ,1.5,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.39,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,0.63,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,0.63,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,5.51,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,5.51,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,1.96,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หางานทำ,0.29,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.67,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,1.22,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.22,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,0.67,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,0.67,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,5.05,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หางานทำ,1.26,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.79,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,1.97,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หางานทำ,0.34,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.63,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,1.59,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.59,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,3.52,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หางานทำ,0.26,พันคน,สำนักงานสถิติแห่งชาติ
